50.586687,50.427933,50.421244
50.586687,50.579960,50.421244
50.593173,50.434382,50.427933
50.593173,50.586687,50.427933
50.440591,50.593173,50.434382
50.421244,50.262520,50.255630
50.421244,50.414315,50.255630
50.427933,50.269172,50.262520
50.427933,50.421244,50.262520
50.434382,50.275585,50.269172
50.434382,50.427933,50.269172
50.440591,50.281759,50.275585
50.440591,50.434382,50.275585
50.287694,50.440591,50.281759
50.248501,50.089847,50.082522
50.248501,50.241135,50.082522
50.255630,50.096936,50.089847
50.255630,50.248501,50.089847
50.262520,50.103788,50.096936
50.262520,50.255630,50.096936
50.269172,50.110402,50.103788
50.269172,50.262520,50.103788
50.275585,50.116780,50.110402
50.275585,50.269172,50.110402
50.281759,50.122919,50.116780
50.281759,50.275585,50.116780
50.287694,50.128821,50.122919
50.287694,50.281759,50.122919
50.293390,50.134485,50.128821
50.293390,50.287694,50.128821
50.139911,50.293390,50.134485
50.082522,49.923900,49.916381
50.082522,50.074961,49.916381
50.089847,49.931185,49.923900
50.089847,50.082522,49.923900
50.096936,49.938234,49.931185
50.096936,50.089847,49.931185
50.103788,49.945047,49.938234
50.103788,50.096936,49.938234
50.110402,49.951625,49.945047
50.110402,50.103788,49.945047
50.116780,49.957967,49.951625
50.116780,50.110402,49.951625
50.122919,49.964073,49.957967
50.122919,50.116780,49.957967
50.128821,49.969942,49.964073
50.128821,50.122919,49.964073
50.134485,49.975574,49.969942
50.134485,50.128821,49.969942
50.139911,49.980969,49.975574
50.139911,50.134485,49.975574
49.986128,50.139911,49.980969
49.923900,49.765270,49.757793
49.923900,49.916381,49.757793
49.931185,49.772514,49.765270
49.931185,49.923900,49.765270
49.938234,49.779524,49.772514
49.938234,49.931185,49.772514
49.945047,49.786299,49.779524
49.945047,49.938234,49.779524
49.951625,49.792841,49.786299
49.951625,49.945047,49.786299
49.957967,49.799147,49.792841
49.957967,49.951625,49.792841
49.964073,49.805219,49.799147
49.964073,49.957967,49.799147
49.969942,49.811055,49.805219
49.969942,49.964073,49.805219
49.975574,49.816656,49.811055
49.975574,49.969942,49.811055
49.980969,49.822021,49.816656
49.980969,49.975574,49.816656
49.986128,49.827151,49.822021
49.986128,49.980969,49.822021
49.832044,49.986128,49.827151
49.750082,49.742139,49.591528
49.757793,49.599196,49.591528
49.757793,49.750082,49.591528
49.765270,49.606631,49.599196
49.765270,49.757793,49.599196
49.772514,49.613835,49.606631
49.772514,49.765270,49.606631
49.779524,49.620806,49.613835
49.779524,49.772514,49.613835
49.786299,49.627543,49.620806
49.786299,49.779524,49.620806
49.792841,49.634048,49.627543
49.792841,49.786299,49.627543
49.799147,49.640320,49.634048
49.799147,49.792841,49.634048
49.805219,49.646357,49.640320
49.805219,49.799147,49.640320
49.811055,49.652161,49.646357
49.811055,49.805219,49.646357
49.816656,49.657731,49.652161
49.816656,49.811055,49.652161
49.822021,49.663066,49.657731
49.822021,49.816656,49.657731
49.827151,49.668167,49.663066
49.827151,49.822021,49.663066
49.832044,49.673033,49.668167
49.832044,49.827151,49.668167
49.677664,49.832044,49.673033
49.856437,49.697290,49.693836
49.856437,49.852964,49.693836
49.859673,49.700508,49.697290
49.859673,49.856437,49.697290
49.862672,49.703490,49.700508
49.862672,49.859673,49.700508
49.862672,49.706236,49.703490
49.599196,49.440589,49.432964
49.599196,49.591528,49.432964
49.606631,49.447984,49.440589
49.606631,49.599196,49.440589
49.613835,49.455147,49.447984
49.613835,49.606631,49.447984
