-126.908618,-126.893277,-127.060957
-126.908618,-127.076857,-127.060957
-126.740327,-126.725546,-126.893277
-126.740327,-126.908618,-126.893277
-126.557766,-126.740327,-126.725546
-127.060957,-127.045199,-127.212272
-127.060957,-127.228584,-127.212272
-126.893277,-126.878073,-127.045199
-126.893277,-127.060957,-127.045199
-126.725546,-126.710897,-126.878073
-126.725546,-126.893277,-126.878073
-126.557766,-126.543673,-126.710897
-126.557766,-126.725546,-126.710897
-126.376402,-126.557766,-126.543673
-127.379291,-127.362576,-127.528992
-127.379291,-127.546254,-127.528992
-127.212272,-127.196105,-127.362576
-127.212272,-127.379291,-127.362576
-127.045199,-127.029581,-127.196105
-127.045199,-127.212272,-127.196105
-126.878073,-126.863005,-127.029581
-126.878073,-127.045199,-127.029581
-126.710897,-126.696379,-126.863005
-126.710897,-126.878073,-126.863005
-126.543673,-126.529705,-126.696379
-126.543673,-126.710897,-126.696379
-126.376402,-126.362986,-126.529705
-126.376402,-126.543673,-126.529705
-126.209085,-126.196221,-126.362986
-126.209085,-126.376402,-126.362986
-126.029414,-126.209085,-126.196221
-127.528992,-127.511883,-127.677701
-127.528992,-127.695351,-127.677701
-127.362576,-127.346010,-127.511883
-127.362576,-127.528992,-127.511883
-127.196105,-127.180082,-127.346010
-127.196105,-127.362576,-127.346010
-127.029581,-127.014102,-127.180082
-127.029581,-127.196105,-127.180082
-126.863005,-126.848070,-127.014102
-126.863005,-127.029581,-127.014102
-126.696379,-126.681990,-126.848070
-126.696379,-126.863005,-126.848070
-126.529705,-126.515862,-126.681990
-126.529705,-126.696379,-126.681990
-126.362986,-126.349689,-126.515862
-126.362986,-126.529705,-126.515862
-126.196221,-126.183472,-126.349689
-126.196221,-126.362986,-126.349689
-126.029414,-126.017212,-126.183472
-126.029414,-126.196221,-126.183472
-125.850913,-126.029414,-126.017212
-127.511883,-127.494926,-127.660206
-127.511883,-127.677701,-127.660206
-127.346010,-127.329590,-127.494926
-127.346010,-127.511883,-127.494926
-127.180082,-127.164201,-127.329590
-127.180082,-127.346010,-127.329590
-127.014102,-126.998760,-127.164201
-127.014102,-127.180082,-127.164201
-126.848070,-126.833268,-126.998760
-126.848070,-127.014102,-126.998760
-126.681990,-126.667728,-126.833268
-126.681990,-126.848070,-126.833268
-126.515862,-126.502142,-126.667728
-126.515862,-126.681990,-126.667728
-126.349689,-126.336510,-126.502142
-126.349689,-126.515862,-126.502142
-126.183472,-126.170835,-126.336510
-126.183472,-126.349689,-126.336510
-126.017212,-126.005119,-126.170835
-126.017212,-126.183472,-126.170835
-125.850913,-125.839363,-126.005119
-125.850913,-126.017212,-126.005119
-125.673569,-125.850913,-125.839363
-127.825430,-127.990594,-127.807558
-127.660206,-127.642866,-127.807558
-127.660206,-127.825430,-127.807558
-127.494926,-127.478118,-127.642866
-127.494926,-127.660206,-127.642866
-127.329590,-127.313316,-127.478118
-127.329590,-127.494926,-127.478118
-127.164201,-127.148460,-127.313316
-127.164201,-127.329590,-127.313316
-126.998760,-126.983553,-127.148460
-126.998760,-127.164201,-127.148460
-126.833268,-126.818597,-126.983553
-126.833268,-126.998760,-126.983553
-126.667728,-126.653593,-126.818597
-126.667728,-126.833268,-126.818597
-126.502142,-126.488542,-126.653593
-126.502142,-126.667728,-126.653593
-126.336510,-126.323448,-126.488542
-126.336510,-126.502142,-126.488542
-126.170835,-126.158311,-126.323448
-126.170835,-126.336510,-126.323448
-126.005119,-125.993132,-126.158311
-126.005119,-126.170835,-126.158311
-125.839363,-125.827915,-125.993132
-125.839363,-126.005119,-125.993132
