-126.954337,50.478645
-127.015530,50.529321
-126.786437,50.485186
-126.847460,50.535955
-126.641662,50.437517
-127.106194,50.313154
-127.167322,50.363753
-126.938902,50.319898
-126.999863,50.370589
-126.771558,50.326403
-126.832351,50.377186
-126.604165,50.332669
-126.664789,50.383543
-126.460043,50.284757
-127.423670,50.140313
-127.484896,50.190742
-127.257035,50.147494
-127.318097,50.198016
-127.090346,50.154437
-127.151243,50.205051
-126.923605,50.161144
-126.984336,50.211849
-126.756812,50.167612
-126.817377,50.218410
-126.589972,50.173843
-126.650369,50.224731
-126.423084,50.179835
-126.483313,50.230815
-126.256151,50.185589
-126.316211,50.236659
-126.112823,50.137228
-127.572908,49.974290
-127.634064,50.024644
-127.406873,49.981667
-127.467867,50.032113
-127.240783,49.988807
-127.301614,50.039345
-127.074639,49.995712
-127.135307,50.046342
-126.908443,50.002381
-126.968947,50.053102
-126.742198,50.008814
-126.802536,50.059626
-126.575904,50.015010
-126.636077,50.065912
-126.409564,50.020969
-126.469570,50.071961
-126.243180,50.026691
-126.303018,50.077773
-126.076753,50.032175
-126.136422,50.083347
-125.934068,49.983578
-127.555721,49.815677
-127.616646,49.866047
-127.390225,49.823012
-127.450989,49.873474
-127.224674,49.830113
-127.285277,49.880667
-127.059071,49.836980
-127.119512,49.887624
-126.893417,49.843611
-126.953694,49.894347
-126.727713,49.850008
-126.787827,49.900834
-126.561962,49.856169
-126.621911,49.907085
-126.396165,49.862095
-126.455949,49.913101
-126.230325,49.867785
-126.289942,49.918880
-126.064442,49.873239
-126.123892,49.924423
-125.898518,49.878457
-125.957801,49.929730
-125.756471,49.829627
-127.816474,49.670806
-127.703592,49.649527
-127.764446,49.699823
-127.538686,49.657055
-127.599381,49.707442
-127.373724,49.664349
-127.434260,49.714828
-127.208708,49.671410
-127.269085,49.721980
-127.043641,49.678239
-127.103857,49.728899
-126.878523,49.684834
-126.938577,49.735584
-126.713357,49.691195
-126.773248,49.742035
-126.548143,49.697322
-126.607872,49.748252
-126.382885,49.703214
-126.442449,49.754234
-126.217583,49.708873
-126.276983,49.759981
-126.052240,49.714296
-126.111474,49.765493
-125.886856,49.719485
-125.945924,49.770770
-125.721435,49.724439
-125.780335,49.775811
-125.580020,49.675378
-124.728202,49.749212
-124.786085,49.801104
-124.562563,49.752515
-124.620273,49.804491
-124.396900,49.755582
-124.454437,49.807643
-124.256733,49.704892
-127.686178,49.490938
-127.746804,49.541251
-127.521800,49.498424
-127.582269,49.548828
-127.357368,49.505678
-127.417679,49.556172
-127.192883,49.512700
-127.253036,49.563285
-127.028347,49.519490
-127.088340,49.570165
-126.863761,49.526048
-126.923593,49.576813
-126.699127,49.532374
-126.758798,49.583228
-126.534447,49.538467
-126.593956,49.589410
-126.369722,49.544327
-126.429069,49.595359
-126.204954,49.549954
-126.264138,49.601074
-126.040145,49.555347
-126.099165,49.606556
-125.875297,49.560507
-125.934152,49.611803
-125.710412,49.565433
-125.769100,49.616816
-125.545490,49.570125
-125.604012,49.621595
-125.380534,49.574583
-125.438889,49.626140
-125.215546,49.578806
-125.273733,49.630449
-125.050527,49.582795
-125.108545,49.634524
-124.885479,49.586549
-124.943328,49.638363
-124.720403,49.590068
-124.778083,49.641968
-124.555303,49.593353
-124.612812,49.645337
-124.390178,49.596402
-124.447516,49.648470
-124.225032,49.599216
-124.282197,49.651368
-124.059865,49.601795
-124.116858,49.654030
-123.894680,49.604138
-123.951500,49.656457
-123.755472,49.552832
-127.668916,49.332340
-127.729317,49.382670
-127.505064,49.339784
-127.565308,49.390205
-127.341157,49.346998
-127.401244,49.397508
